Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Education,Performance_Score,Attrition,Marital_Status,Work_Location,Promotion_Status
683,Employee_683,47,Other,HR,HR Executive,97993,0,2023-02-12,Master's,3,No,Married,Hyderabad,Promoted
684,Employee_684,54,Female,Engineering,Software Engineer,55067,0,2011-05-12,PhD,1,No,Single,Bangalore,Promoted
685,Employee_685,25,Other,Sales,Sales Executive,91627,2,2021-12-20,Bachelor's,1,No,Divorced,Chennai,Not Promoted
686,Employee_686,45,Female,Finance,Financial Analyst,48722,10,2019-08-26,Bachelor's,1,No,Single,Chennai,Promoted
687,Employee_687,30,Other,IT Support,Helpdesk Engineer,27108,1,2012-02-18,Bachelor's,1,No,Single,Mumbai,Promoted
688,Employee_688,35,Female,Operations,Logistics Coordinator,25065,5,2016-02-14,PhD,4,Yes,Married,Mumbai,Not Promoted
689,Employee_689,36,Female,Engineering,Software Engineer,93676,8,2020-07-12,Master's,3,No,Divorced,Bangalore,Promoted
690,Employee_690,45,Male,Finance,Accountant,91193,18,2020-12-03,Bachelor's,3,No,Married,Pune,Promoted
691,Employee_691,34,Female,Engineering,Software Engineer,58013,0,2011-03-19,Master's,2,Yes,Married,Pune,Not Promoted
692,Employee_692,25,Male,Finance,Financial Analyst,100291,1,2011-09-29,Master's,1,No,Single,Chennai,Not Promoted
693,Employee_693,57,Male,Engineering,Senior Developer,106590,22,2015-10-08,High School,5,No,Divorced,Delhi,Promoted
694,Employee_694,57,Other,Sales,Sales Manager,118016,10,2022-01-09,PhD,4,No,Married,Delhi,Not Promoted
695,Employee_695,59,Other,Finance,Financial Analyst,78711,37,2016-05-01,PhD,3,Yes,Single,Pune,Not Promoted
696,Employee_696,25,Other,Sales,Sales Executive,32675,3,2023-07-31,PhD,4,No,Divorced,Pune,Not Promoted
697,Employee_697,50,Female,Marketing,Marketing Specialist,37047,16,2014-09-03,PhD,3,No,Divorced,Delhi,Promoted
698,Employee_698,49,Male,Operations,Logistics Coordinator,61632,11,2022-12-02,High School,2,No,Divorced,Chennai,Promoted
699,Employee_699,36,Male,Engineering,Senior Developer,118105,11,2010-04-15,High School,5,No,Married,Hyderabad,Not Promoted
700,Employee_700,30,Female,Sales,Sales Manager,103859,6,2019-03-18,High School,5,No,Married,Hyderabad,Not Promoted
701,Employee_701,30,Other,IT Support,Helpdesk Engineer,129688,6,2017-11-30,Bachelor's,2,No,Divorced,Mumbai,Not Promoted
702,Employee_702,44,Male,Finance,Financial Analyst,135931,22,2016-08-14,High School,5,Yes,Divorced,Chennai,Not Promoted
703,Employee_703,42,Other,IT Support,Helpdesk Engineer,73868,9,2016-09-30,High School,4,No,Divorced,Pune,Promoted
704,Employee_704,51,Female,Marketing,Marketing Specialist,113045,25,2016-12-02,Master's,4,Yes,Married,Hyderabad,Promoted
705,Employee_705,60,Male,IT Support,Helpdesk Engineer,102825,11,2018-01-13,PhD,2,No,Married,Mumbai,Not Promoted
706,Employee_706,59,Female,IT Support,IT Technician,91104,7,2018-01-11,Bachelor's,2,No,Married,Delhi,Promoted
707,Employee_707,35,Female,IT Support,IT Technician,52984,4,2015-04-13,High School,2,No,Married,Bangalore,Promoted
708,Employee_708,36,Other,Finance,Financial Analyst,133989,10,2010-06-21,Bachelor's,4,Yes,Single,Chennai,Promoted
709,Employee_709,21,Female,Marketing,Marketing Specialist,121052,0,2015-03-26,High School,5,Yes,Single,Hyderabad,Not Promoted
710,Employee_710,37,Female,HR,HR Executive,60383,5,2016-10-16,PhD,3,Yes,Divorced,Chennai,Not Promoted
711,Employee_711,53,Female,IT Support,IT Technician,83626,10,2013-12-29,High School,2,No,Single,Pune,Not Promoted
712,Employee_712,57,Female,Engineering,QA Engineer,36222,34,2016-07-01,Bachelor's,4,No,Married,Delhi,Not Promoted
713,Employee_713,35,Other,Marketing,SEO Analyst,121321,7,2019-06-26,Master's,4,Yes,Divorced,Hyderabad,Not Promoted
714,Employee_714,43,Female,Marketing,SEO Analyst,103280,19,2023-08-07,Bachelor's,4,No,Divorced,Mumbai,Not Promoted
715,Employee_715,55,Female,HR,HR Manager,71252,3,2022-05-27,PhD,4,No,Single,Pune,Promoted
716,Employee_716,58,Female,Marketing,SEO Analyst,118004,1,2013-02-23,Bachelor's,1,No,Married,Chennai,Not Promoted
717,Employee_717,45,Other,IT Support,IT Technician,70984,0,2018-06-28,Bachelor's,3,No,Single,Pune,Not Promoted
718,Employee_718,52,Female,Marketing,SEO Analyst,25110,12,2019-11-29,Bachelor's,2,No,Married,Mumbai,Promoted
719,Employee_719,52,Other,HR,HR Executive,97341,21,2015-07-21,PhD,5,No,Married,Chennai,Promoted
720,Employee_720,36,Male,HR,HR Executive,108290,0,2011-01-12,Bachelor's,5,No,Married,Mumbai,Not Promoted
721,Employee_721,55,Female,Operations,Logistics Coordinator,40699,22,2010-07-13,Bachelor's,1,Yes,Single,Pune,Promoted
722,Employee_722,55,Female,Finance,Accountant,75277,24,2021-08-08,Master's,5,No,Divorced,Mumbai,Promoted
723,Employee_723,22,Other,Operations,Operations Executive,33738,0,2016-07-30,Master's,2,No,Married,Bangalore,Not Promoted
724,Employee_724,44,Other,Operations,Logistics Coordinator,44585,2,2021-12-15,Master's,3,No,Single,Mumbai,Not Promoted
725,Employee_725,46,Female,HR,HR Executive,88630,1,2014-11-27,Bachelor's,5,No,Married,Mumbai,Not Promoted
726,Employee_726,56,Other,Marketing,SEO Analyst,42861,2,2021-07-13,High School,5,No,Married,Bangalore,Not Promoted
727,Employee_727,57,Male,HR,HR Manager,99624,11,2011-05-12,PhD,2,No,Divorced,Chennai,Not Promoted
728,Employee_728,46,Other,Operations,Operations Executive,110484,20,2017-12-29,PhD,5,No,Divorced,Mumbai,Not Promoted
729,Employee_729,46,Male,Finance,Accountant,95529,19,2013-09-23,PhD,3,No,Married,Mumbai,Not Promoted
730,Employee_730,27,Female,Finance,Accountant,115929,5,2015-08-01,PhD,3,No,Divorced,Bangalore,Promoted
731,Employee_731,25,Male,HR,HR Manager,80203,1,2015-10-25,High School,4,Yes,Single,Pune,Promoted
732,Employee_732,57,Other,IT Support,IT Technician,47331,14,2022-06-17,Bachelor's,5,No,Married,Pune,Promoted
733,Employee_733,49,Female,HR,HR Manager,50547,21,2014-12-30,Master's,3,No,Divorced,Chennai,Not Promoted
734,Employee_734,27,Other,Finance,Financial Analyst,103368,4,2010-08-06,High School,2,No,Divorced,Bangalore,Promoted
735,Employee_735,46,Other,IT Support,Helpdesk Engineer,101463,16,2018-06-20,High School,5,No,Divorced,Mumbai,Not Promoted
736,Employee_736,37,Female,Operations,Logistics Coordinator,26223,5,2020-08-08,Bachelor's,5,Yes,Married,Pune,Promoted
737,Employee_737,33,Female,HR,HR Executive,69682,11,2010-03-11,Bachelor's,2,No,Single,Delhi,Promoted
738,Employee_738,34,Other,Sales,Sales Manager,95841,12,2018-09-27,High School,1,No,Married,Bangalore,Promoted
739,Employee_739,23,Other,Sales,Sales Executive,72302,0,2011-09-06,Bachelor's,5,Yes,Married,Pune,Not Promoted
740,Employee_740,41,Other,Finance,Accountant,111677,15,2014-05-13,Bachelor's,1,No,Single,Pune,Promoted
741,Employee_741,34,Female,Sales,Sales Manager,72267,7,2019-11-02,PhD,4,No,Married,Mumbai,Promoted
742,Employee_742,54,Other,Marketing,Marketing Specialist,132533,3,2023-07-10,PhD,5,No,Divorced,Pune,Not Promoted
743,Employee_743,29,Female,HR,HR Executive,51887,7,2018-03-19,Bachelor's,2,Yes,Single,Mumbai,Promoted
744,Employee_744,31,Female,Operations,Operations Executive,61074,9,2019-04-19,Master's,5,No,Single,Pune,Promoted
745,Employee_745,53,Female,Operations,Logistics Coordinator,56766,9,2015-06-08,PhD,2,Yes,Single,Hyderabad,Not Promoted
746,Employee_746,50,Male,Sales,Sales Manager,135638,7,2022-09-27,PhD,3,No,Single,Mumbai,Not Promoted
747,Employee_747,42,Other,Engineering,Senior Developer,57751,13,2019-11-08,PhD,5,Yes,Divorced,Mumbai,Not Promoted
748,Employee_748,54,Other,HR,HR Executive,111501,7,2011-04-30,High School,5,No,Divorced,Hyderabad,Promoted
749,Employee_749,58,Other,Engineering,QA Engineer,54712,12,2020-05-22,Master's,4,No,Divorced,Delhi,Promoted
750,Employee_750,31,Other,Marketing,Marketing Specialist,76659,6,2011-01-31,High School,4,Yes,Married,Pune,Promoted
751,Employee_751,54,Female,Finance,Financial Analyst,110831,1,2017-01-29,PhD,2,Yes,Single,Bangalore,Not Promoted
752,Employee_752,44,Female,Engineering,Software Engineer,95963,20,2023-05-28,High School,2,No,Single,Hyderabad,Promoted
753,Employee_753,21,Male,Marketing,Marketing Specialist,65513,0,2017-11-23,High School,5,Yes,Married,Hyderabad,Not Promoted
754,Employee_754,36,Female,IT Support,IT Technician,89890,10,2022-03-10,PhD,1,No,Married,Chennai,Promoted
755,Employee_755,50,Female,Sales,Sales Executive,71203,26,2014-06-07,Master's,3,No,Married,Bangalore,Promoted
756,Employee_756,38,Other,Sales,Sales Executive,66226,6,2016-09-22,Bachelor's,3,No,Married,Bangalore,Promoted
757,Employee_757,26,Female,Sales,Sales Executive,131875,4,2022-12-19,Bachelor's,5,No,Single,Bangalore,Promoted
758,Employee_758,56,Male,IT Support,Helpdesk Engineer,39013,24,2014-08-09,High School,3,Yes,Divorced,Chennai,Promoted
759,Employee_759,41,Male,Marketing,SEO Analyst,113689,5,2018-05-05,High School,5,No,Married,Pune,Not Promoted
760,Employee_760,29,Other,HR,HR Manager,96943,4,2018-04-19,Bachelor's,2,No,Single,Bangalore,Promoted
761,Employee_761,55,Female,Sales,Sales Manager,113248,19,2010-08-03,Master's,1,No,Divorced,Delhi,Promoted
762,Employee_762,39,Other,Finance,Accountant,74261,15,2011-10-24,Bachelor's,4,No,Married,Mumbai,Not Promoted
763,Employee_763,49,Male,IT Support,Helpdesk Engineer,73604,19,2012-06-23,Bachelor's,4,No,Divorced,Delhi,Not Promoted
764,Employee_764,40,Other,Marketing,Marketing Specialist,36656,3,2019-08-13,Master's,1,Yes,Single,Pune,Promoted
765,Employee_765,37,Female,Finance,Financial Analyst,144201,0,2016-09-27,High School,4,No,Married,Chennai,Promoted
766,Employee_766,47,Male,Operations,Logistics Coordinator,148574,6,2018-12-15,High School,5,No,Married,Bangalore,Not Promoted
767,Employee_767,41,Other,Operations,Operations Executive,83258,3,2020-08-26,Master's,1,No,Married,Pune,Not Promoted
768,Employee_768,35,Other,Operations,Operations Executive,29824,0,2016-05-27,Bachelor's,4,No,Divorced,Pune,Promoted
769,Employee_769,30,Other,Marketing,SEO Analyst,105905,1,2014-11-24,Master's,1,No,Single,Mumbai,Not Promoted
770,Employee_770,23,Female,Finance,Financial Analyst,47747,0,2012-11-11,High School,3,No,Married,Chennai,Not Promoted
771,Employee_771,22,Other,Finance,Accountant,39346,0,2013-05-30,Master's,5,No,Divorced,Mumbai,Promoted
772,Employee_772,58,Other,HR,HR Manager,122581,14,2018-01-12,Master's,3,No,Single,Hyderabad,Promoted
773,Employee_773,48,Male,Operations,Logistics Coordinator,26890,5,2021-09-20,PhD,1,No,Single,Delhi,Not Promoted
774,Employee_774,43,Female,IT Support,IT Technician,63148,17,2010-04-13,High School,5,No,Divorced,Mumbai,Not Promoted
775,Employee_775,42,Female,Marketing,SEO Analyst,112942,0,2022-07-02,Master's,5,No,Divorced,Pune,Not Promoted
776,Employee_776,39,Other,IT Support,IT Technician,77514,5,2020-07-01,PhD,2,No,Single,Delhi,Not Promoted
777,Employee_777,57,Other,Finance,Accountant,102660,26,2019-02-20,PhD,4,No,Single,Bangalore,Not Promoted
778,Employee_778,56,Female,Sales,Sales Executive,132809,16,2014-01-21,Master's,4,No,Single,Chennai,Not Promoted
779,Employee_779,22,Male,Finance,Financial Analyst,132760,0,2010-02-04,PhD,4,Yes,Single,Pune,Not Promoted
780,Employee_780,21,Female,Marketing,Marketing Specialist,77348,0,2015-11-25,PhD,2,No,Married,Delhi,Not Promoted
781,Employee_781,53,Other,HR,HR Executive,132712,27,2010-06-22,Master's,1,No,Married,Chennai,Promoted
782,Employee_782,39,Other,HR,HR Executive,30960,11,2021-02-04,High School,4,No,Married,Pune,Not Promoted
783,Employee_783,57,Other,Sales,Sales Manager,71468,35,2013-10-05,PhD,4,No,Divorced,Delhi,Not Promoted
784,Employee_784,55,Female,Sales,Sales Executive,82001,12,2020-09-11,Master's,1,No,Single,Delhi,Promoted
785,Employee_785,52,Other,Engineering,Software Engineer,36035,0,2017-12-20,Master's,4,No,Single,Chennai,Promoted
786,Employee_786,34,Female,Finance,Accountant,123479,9,2022-05-13,High School,3,No,Divorced,Pune,Not Promoted
787,Employee_787,35,Other,Sales,Sales Manager,28523,8,2023-09-04,High School,1,No,Single,Hyderabad,Promoted
788,Employee_788,30,Male,IT Support,Helpdesk Engineer,121064,7,2010-12-15,Master's,4,No,Divorced,Mumbai,Not Promoted
789,Employee_789,30,Male,Operations,Operations Executive,80818,8,2013-03-25,Bachelor's,1,Yes,Divorced,Bangalore,Promoted
790,Employee_790,55,Male,Operations,Operations Executive,73148,4,2013-04-22,High School,1,No,Married,Chennai,Promoted
791,Employee_791,51,Male,Operations,Logistics Coordinator,139913,19,2019-03-28,PhD,3,No,Divorced,Pune,Not Promoted
792,Employee_792,33,Male,Sales,Sales Manager,89342,5,2015-03-02,Bachelor's,5,No,Married,Mumbai,Not Promoted
793,Employee_793,23,Female,HR,HR Executive,102696,0,2022-11-03,PhD,1,No,Single,Delhi,Promoted
794,Employee_794,54,Male,Engineering,QA Engineer,136434,3,2021-12-12,Bachelor's,3,No,Married,Pune,Promoted
795,Employee_795,43,Other,Sales,Sales Manager,134912,13,2013-04-30,High School,1,No,Married,Bangalore,Promoted
796,Employee_796,25,Male,IT Support,IT Technician,120440,3,2019-06-19,Bachelor's,3,No,Single,Delhi,Promoted
797,Employee_797,33,Male,Operations,Logistics Coordinator,140446,2,2014-07-28,High School,5,No,Divorced,Chennai,Not Promoted
798,Employee_798,33,Female,IT Support,Helpdesk Engineer,49395,11,2019-01-22,PhD,2,No,Divorced,Delhi,Not Promoted
799,Employee_799,28,Other,IT Support,Helpdesk Engineer,57869,1,2017-12-25,PhD,3,Yes,Married,Delhi,Not Promoted
800,Employee_800,29,Male,Finance,Financial Analyst,58512,1,2023-03-18,High School,5,No,Married,Delhi,Not Promoted
801,Employee_801,59,Male,Sales,Sales Executive,83428,32,2012-10-17,PhD,1,Yes,Single,Delhi,Not Promoted
802,Employee_802,28,Female,Marketing,SEO Analyst,30489,0,2010-01-29,Bachelor's,5,No,Divorced,Pune,Promoted
803,Employee_803,33,Other,Marketing,SEO Analyst,113174,0,2021-04-07,High School,3,No,Divorced,Bangalore,Not Promoted
804,Employee_804,46,Other,Marketing,Marketing Specialist,96561,2,2012-02-05,Master's,1,No,Married,Chennai,Not Promoted
805,Employee_805,36,Male,Operations,Logistics Coordinator,143336,1,2018-08-24,High School,2,Yes,Single,Chennai,Promoted
806,Employee_806,55,Female,Sales,Sales Manager,73301,1,2013-07-19,PhD,1,No,Single,Mumbai,Promoted
807,Employee_807,21,Other,Engineering,Senior Developer,98710,0,2014-04-17,Bachelor's,2,No,Divorced,Pune,Not Promoted
808,Employee_808,31,Male,Engineering,QA Engineer,25505,4,2022-11-16,High School,5,Yes,Divorced,Delhi,Not Promoted
809,Employee_809,60,Male,Operations,Logistics Coordinator,36474,10,2017-05-26,High School,5,No,Divorced,Pune,Not Promoted
810,Employee_810,37,Male,Sales,Sales Manager,53747,5,2020-07-09,PhD,4,No,Divorced,Bangalore,Not Promoted
811,Employee_811,47,Male,Marketing,Marketing Specialist,59292,7,2011-12-28,PhD,4,No,Married,Chennai,Promoted
812,Employee_812,58,Female,Marketing,Marketing Specialist,31306,17,2015-10-28,PhD,4,No,Married,Bangalore,Promoted
813,Employee_813,29,Female,HR,HR Executive,93007,4,2019-12-28,PhD,4,No,Single,Mumbai,Promoted
814,Employee_814,27,Male,IT Support,IT Technician,57911,2,2022-04-05,Bachelor's,1,No,Single,Mumbai,Promoted
815,Employee_815,56,Other,Marketing,SEO Analyst,48254,30,2019-04-05,PhD,4,Yes,Single,Hyderabad,Not Promoted
816,Employee_816,46,Other,Sales,Sales Manager,121195,8,2020-05-30,Bachelor's,5,Yes,Single,Delhi,Promoted
817,Employee_817,43,Male,Sales,Sales Executive,67318,3,2012-01-04,High School,1,No,Single,Chennai,Promoted
818,Employee_818,27,Male,Marketing,SEO Analyst,73613,3,2012-12-01,Bachelor's,3,No,Divorced,Hyderabad,Not Promoted
819,Employee_819,35,Other,Operations,Logistics Coordinator,53515,10,2019-11-06,Master's,1,No,Single,Pune,Promoted
820,Employee_820,26,Male,Operations,Operations Executive,148088,1,2020-05-09,Bachelor's,5,Yes,Married,Pune,Promoted
821,Employee_821,29,Female,Engineering,QA Engineer,96971,7,2021-02-18,PhD,5,Yes,Divorced,Hyderabad,Not Promoted
822,Employee_822,51,Female,Engineering,QA Engineer,39911,9,2015-04-29,PhD,1,No,Single,Bangalore,Not Promoted
823,Employee_823,22,Female,HR,HR Manager,109486,0,2013-04-07,Master's,4,No,Divorced,Mumbai,Not Promoted
824,Employee_824,51,Other,Finance,Accountant,34785,10,2012-09-01,Bachelor's,1,No,Single,Pune,Promoted
825,Employee_825,44,Male,IT Support,IT Technician,111901,10,2015-11-26,Master's,4,No,Married,Bangalore,Promoted
826,Employee_826,26,Male,Finance,Financial Analyst,82938,4,2023-02-21,Master's,3,Yes,Divorced,Delhi,Not Promoted
827,Employee_827,26,Male,HR,HR Manager,42427,0,2019-08-31,High School,4,No,Single,Chennai,Not Promoted
828,Employee_828,60,Other,IT Support,IT Technician,119525,33,2020-08-05,Master's,2,No,Single,Delhi,Not Promoted
829,Employee_829,42,Male,IT Support,IT Technician,44380,20,2013-04-08,Bachelor's,2,No,Married,Delhi,Not Promoted
830,Employee_830,32,Female,HR,HR Executive,138024,9,2010-12-23,PhD,1,No,Divorced,Pune,Promoted
831,Employee_831,57,Female,Engineering,Senior Developer,86892,19,2011-04-13,High School,1,Yes,Married,Mumbai,Not Promoted
832,Employee_832,49,Other,Marketing,Marketing Specialist,96635,18,2023-02-07,Bachelor's,1,No,Married,Delhi,Not Promoted
833,Employee_833,51,Other,IT Support,IT Technician,69968,21,2023-02-04,PhD,1,No,Married,Hyderabad,Promoted
834,Employee_834,34,Other,Marketing,Marketing Specialist,69674,5,2016-07-05,Master's,5,Yes,Single,Pune,Not Promoted
835,Employee_835,59,Other,IT Support,Helpdesk Engineer,63196,7,2011-03-01,High School,2,No,Divorced,Pune,Promoted
836,Employee_836,22,Other,Finance,Financial Analyst,142834,0,2012-07-15,PhD,3,No,Married,Delhi,Not Promoted
837,Employee_837,53,Male,Marketing,SEO Analyst,81791,21,2019-04-14,High School,1,No,Single,Bangalore,Promoted
838,Employee_838,36,Female,Marketing,Marketing Specialist,134865,1,2018-02-25,PhD,4,No,Married,Hyderabad,Promoted
839,Employee_839,48,Male,Finance,Accountant,126217,17,2010-01-23,Bachelor's,4,No,Single,Chennai,Not Promoted
840,Employee_840,52,Female,HR,HR Executive,116265,25,2022-06-27,High School,4,No,Divorced,Pune,Promoted
841,Employee_841,49,Other,Operations,Operations Executive,35252,12,2019-05-06,PhD,5,No,Divorced,Bangalore,Not Promoted
842,Employee_842,30,Male,IT Support,Helpdesk Engineer,80525,5,2017-06-05,PhD,4,No,Divorced,Delhi,Promoted
843,Employee_843,44,Other,Finance,Financial Analyst,85564,2,2017-09-02,Master's,3,No,Single,Mumbai,Promoted
844,Employee_844,51,Male,Marketing,SEO Analyst,106935,13,2021-03-11,Bachelor's,1,No,Divorced,Bangalore,Promoted
845,Employee_845,41,Male,Operations,Logistics Coordinator,28922,15,2017-03-31,PhD,2,No,Married,Hyderabad,Not Promoted
846,Employee_846,32,Other,Operations,Logistics Coordinator,48400,7,2020-04-29,High School,3,No,Divorced,Pune,Not Promoted
847,Employee_847,25,Male,IT Support,Helpdesk Engineer,114785,3,2013-09-06,Bachelor's,3,No,Married,Mumbai,Not Promoted
848,Employee_848,51,Male,IT Support,Helpdesk Engineer,66778,9,2016-02-06,High School,5,No,Divorced,Chennai,Not Promoted
849,Employee_849,51,Other,IT Support,Helpdesk Engineer,39027,10,2020-03-23,PhD,4,No,Divorced,Mumbai,Not Promoted
850,Employee_850,43,Other,Engineering,QA Engineer,149086,7,2016-01-30,Bachelor's,5,No,Single,Pune,Not Promoted
851,Employee_851,58,Female,Operations,Operations Executive,122636,22,2016-11-15,Bachelor's,4,No,Single,Bangalore,Not Promoted
852,Employee_852,59,Other,Operations,Operations Executive,30590,6,2021-02-09,Bachelor's,3,No,Single,Bangalore,Not Promoted
853,Employee_853,29,Other,IT Support,Helpdesk Engineer,101048,1,2020-02-22,High School,3,No,Single,Chennai,Not Promoted
854,Employee_854,44,Male,Marketing,SEO Analyst,39715,9,2016-01-15,Master's,3,No,Single,Bangalore,Not Promoted
855,Employee_855,25,Other,Marketing,Marketing Specialist,119363,3,2013-01-04,PhD,1,No,Single,Mumbai,Promoted
856,Employee_856,33,Other,Sales,Sales Manager,36878,2,2018-01-16,Bachelor's,4,No,Married,Hyderabad,Not Promoted
857,Employee_857,39,Other,Sales,Sales Manager,133331,11,2017-04-08,PhD,2,No,Married,Hyderabad,Promoted
858,Employee_858,46,Other,HR,HR Manager,104958,16,2013-10-16,PhD,3,No,Married,Mumbai,Not Promoted
859,Employee_859,23,Male,Engineering,Software Engineer,95742,1,2010-08-23,Bachelor's,1,No,Single,Pune,Not Promoted
860,Employee_860,24,Male,Marketing,SEO Analyst,120496,0,2013-11-19,PhD,1,No,Single,Hyderabad,Not Promoted
861,Employee_861,32,Other,Finance,Financial Analyst,110296,7,2021-09-01,High School,3,Yes,Married,Pune,Promoted
862,Employee_862,23,Other,Finance,Financial Analyst,133614,1,2013-03-13,Bachelor's,3,Yes,Married,Delhi,Promoted
863,Employee_863,34,Male,HR,HR Manager,106010,5,2014-03-09,PhD,3,No,Married,Mumbai,Promoted
864,Employee_864,57,Male,Finance,Financial Analyst,114861,26,2013-12-24,PhD,3,No,Divorced,Pune,Not Promoted
865,Employee_865,47,Other,Finance,Financial Analyst,52725,18,2019-04-05,Bachelor's,2,Yes,Single,Chennai,Not Promoted
866,Employee_866,22,Male,IT Support,IT Technician,142934,0,2017-05-12,High School,3,No,Divorced,Pune,Not Promoted
867,Employee_867,25,Female,Marketing,SEO Analyst,106729,2,2016-09-22,Bachelor's,1,No,Married,Hyderabad,Promoted
868,Employee_868,43,Female,Finance,Accountant,83730,14,2015-11-14,PhD,2,Yes,Divorced,Bangalore,Not Promoted
869,Employee_869,44,Other,Finance,Financial Analyst,66217,4,2022-10-22,Master's,4,No,Married,Delhi,Promoted
870,Employee_870,30,Other,Sales,Sales Executive,70973,7,2017-04-15,Master's,1,No,Single,Pune,Promoted
871,Employee_871,53,Female,HR,HR Executive,143567,7,2012-08-13,PhD,5,Yes,Single,Pune,Promoted
872,Employee_872,34,Male,Marketing,SEO Analyst,117401,3,2016-11-13,Bachelor's,3,No,Divorced,Chennai,Not Promoted
873,Employee_873,31,Female,Sales,Sales Manager,29931,5,2020-12-16,High School,5,No,Married,Delhi,Promoted
874,Employee_874,46,Female,Marketing,Marketing Specialist,39310,11,2020-01-30,Bachelor's,2,No,Single,Chennai,Promoted
875,Employee_875,50,Female,Engineering,Software Engineer,107326,7,2021-05-11,Master's,3,No,Married,Bangalore,Promoted
876,Employee_876,59,Female,Marketing,SEO Analyst,41719,4,2019-01-29,High School,5,No,Divorced,Hyderabad,Promoted
877,Employee_877,57,Female,IT Support,Helpdesk Engineer,83644,20,2023-04-16,Bachelor's,3,Yes,Divorced,Mumbai,Promoted
878,Employee_878,39,Male,Operations,Operations Executive,70907,7,2014-02-07,PhD,3,No,Single,Hyderabad,Not Promoted
879,Employee_879,44,Other,Sales,Sales Executive,84841,16,2015-01-28,Master's,3,No,Married,Chennai,Promoted
880,Employee_880,49,Other,Finance,Financial Analyst,146052,4,2012-04-27,Master's,1,No,Divorced,Bangalore,Promoted
881,Employee_881,32,Other,Engineering,Senior Developer,94502,8,2015-10-18,Bachelor's,1,Yes,Married,Mumbai,Promoted
882,Employee_882,50,Other,Engineering,Senior Developer,39989,17,2018-03-06,PhD,5,No,Single,Bangalore,Promoted
883,Employee_883,53,Female,Operations,Logistics Coordinator,116730,4,2017-12-16,Master's,4,No,Divorced,Chennai,Not Promoted
884,Employee_884,33,Other,IT Support,IT Technician,59383,11,2021-08-16,Bachelor's,1,No,Married,Pune,Not Promoted
885,Employee_885,45,Male,Marketing,SEO Analyst,112850,14,2014-02-02,High School,5,Yes,Married,Chennai,Promoted
886,Employee_886,44,Male,IT Support,Helpdesk Engineer,123113,13,2021-10-28,High School,4,No,Single,Pune,Promoted
887,Employee_887,43,Other,Engineering,QA Engineer,40183,2,2018-09-27,High School,2,No,Divorced,Chennai,Promoted
888,Employee_888,21,Female,Sales,Sales Manager,28730,0,2016-12-04,Bachelor's,2,No,Single,Delhi,Promoted
889,Employee_889,55,Female,Engineering,Software Engineer,67811,8,2019-04-10,Master's,3,No,Married,Bangalore,Not Promoted
890,Employee_890,21,Female,Marketing,Marketing Specialist,89231,0,2011-03-05,Bachelor's,5,No,Married,Mumbai,Promoted
891,Employee_891,21,Male,Operations,Operations Executive,73936,0,2017-08-23,Bachelor's,4,No,Married,Delhi,Promoted
892,Employee_892,25,Other,HR,HR Executive,85683,0,2013-12-09,PhD,4,No,Married,Hyderabad,Promoted
893,Employee_893,43,Male,Engineering,QA Engineer,51733,13,2015-12-07,High School,5,No,Married,Delhi,Not Promoted
894,Employee_894,43,Female,Engineering,QA Engineer,59649,15,2011-08-11,Master's,1,No,Married,Pune,Promoted
895,Employee_895,31,Male,Finance,Financial Analyst,84988,4,2021-05-20,Bachelor's,5,No,Married,Chennai,Not Promoted
896,Employee_896,33,Male,Marketing,SEO Analyst,130244,4,2020-07-01,High School,4,No,Single,Chennai,Not Promoted
897,Employee_897,60,Male,Operations,Logistics Coordinator,60689,33,2015-08-13,Bachelor's,4,No,Single,Mumbai,Not Promoted
898,Employee_898,28,Female,Marketing,Marketing Specialist,55895,0,2014-10-06,High School,4,No,Married,Mumbai,Not Promoted
899,Employee_899,22,Male,Marketing,Marketing Specialist,114789,0,2021-07-17,High School,4,Yes,Married,Bangalore,Not Promoted
900,Employee_900,32,Other,Operations,Logistics Coordinator,60094,3,2012-08-16,PhD,5,No,Single,Chennai,Not Promoted
901,Employee_901,30,Female,Operations,Logistics Coordinator,63076,5,2018-10-16,High School,2,No,Single,Mumbai,Promoted
902,Employee_902,34,Male,Engineering,Senior Developer,139955,9,2021-09-16,Bachelor's,3,Yes,Married,Delhi,Promoted
903,Employee_903,37,Male,Finance,Accountant,30972,2,2014-01-27,High School,3,No,Single,Hyderabad,Not Promoted
904,Employee_904,41,Other,HR,HR Manager,88820,11,2022-06-05,Bachelor's,2,Yes,Single,Mumbai,Promoted
905,Employee_905,37,Female,Sales,Sales Executive,127966,10,2011-12-16,High School,5,No,Married,Pune,Promoted
906,Employee_906,24,Female,Engineering,Software Engineer,148454,0,2018-09-27,Bachelor's,2,Yes,Married,Pune,Not Promoted
907,Employee_907,58,Female,Operations,Logistics Coordinator,95585,7,2020-08-10,Bachelor's,4,No,Single,Pune,Not Promoted
908,Employee_908,53,Female,Sales,Sales Manager,44264,22,2020-01-07,Master's,3,Yes,Single,Chennai,Not Promoted
909,Employee_909,24,Male,IT Support,Helpdesk Engineer,123870,2,2014-02-16,PhD,4,No,Divorced,Hyderabad,Not Promoted
910,Employee_910,24,Male,Sales,Sales Executive,116997,1,2017-09-14,Bachelor's,1,No,Married,Chennai,Promoted
